-5.2836664820000001e-001,-8.6274310040000002e-001,2.7641148150000000e-001,-2.6916735800000002e-001,-3.9473523100000002e-001,4.7215719330000000e-001,6.4669039740000001e-001,6.5975326530000000e-001
-5.2836664820000001e-001,-8.6274310040000002e-001,2.7641148150000000e-001,-2.6916735800000002e-001,6.4669039740000001e-001,6.5975326530000000e-001,-3.9473523100000002e-001,4.7215719330000000e-001
-5.2836664820000001e-001,-8.6274310040000002e-001,-3.9473523100000002e-001,4.7215719330000000e-001,2.7641148150000000e-001,-2.6916735800000002e-001,6.4669039740000001e-001,6.5975326530000000e-001
-5.2836664820000001e-001,-8.6274310040000002e-001,-3.9473523100000002e-001,4.7215719330000000e-001,6.4669039740000001e-001,6.5975326530000000e-001,2.7641148150000000e-001,-2.6916735800000002e-001
-5.2836664820000001e-001,-8.6274310040000002e-001,6.4669039740000001e-001,6.5975326530000000e-001,2.7641148150000000e-001,-2.6916735800000002e-001,-3.9473523100000002e-001,4.7215719330000000e-001
-5.2836664820000001e-001,-8.6274310040000002e-001,6.4669039740000001e-001,6.5975326530000000e-001,-3.9473523100000002e-001,4.7215719330000000e-001,2.7641148150000000e-001,-2.6916735800000002e-001
2.7641148150000000e-001,-2.6916735800000002e-001,-5.2836664820000001e-001,-8.6274310040000002e-001,-3.9473523100000002e-001,4.7215719330000000e-001,6.4669039740000001e-001,6.5975326530000000e-001
2.7641148150000000e-001,-2.6916735800000002e-001,-5.2836664820000001e-001,-8.6274310040000002e-001,6.4669039740000001e-001,6.5975326530000000e-001,-3.9473523100000002e-001,4.7215719330000000e-001
2.7641148150000000e-001,-2.6916735800000002e-001,-3.9473523100000002e-001,4.7215719330000000e-001,-5.2836664820000001e-001,-8.6274310040000002e-001,6.4669039740000001e-001,6.5975326530000000e-001
2.7641148150000000e-001,-2.6916735800000002e-001,-3.9473523100000002e-001,4.7215719330000000e-001,6.4669039740000001e-001,6.5975326530000000e-001,-5.2836664820000001e-001,-8.6274310040000002e-001
2.7641148150000000e-001,-2.6916735800000002e-001,6.4669039740000001e-001,6.5975326530000000e-001,-5.2836664820000001e-001,-8.6274310040000002e-001,-3.9473523100000002e-001,4.7215719330000000e-001
2.7641148150000000e-001,-2.6916735800000002e-001,6.4669039740000001e-001,6.5975326530000000e-001,-3.9473523100000002e-001,4.7215719330000000e-001,-5.2836664820000001e-001,-8.6274310040000002e-001
-3.9473523100000002e-001,4.7215719330000000e-001,-5.2836664820000001e-001,-8.6274310040000002e-001,2.7641148150000000e-001,-2.6916735800000002e-001,6.4669039740000001e-001,6.5975326530000000e-001
-3.9473523100000002e-001,4.7215719330000000e-001,-5.2836664820000001e-001,-8.6274310040000002e-001,6.4669039740000001e-001,6.5975326530000000e-001,2.7641148150000000e-001,-2.6916735800000002e-001
-3.9473523100000002e-001,4.7215719330000000e-001,2.7641148150000000e-001,-2.6916735800000002e-001,-5.2836664820000001e-001,-8.6274310040000002e-001,6.4669039740000001e-001,6.5975326530000000e-001
-3.9473523100000002e-001,4.7215719330000000e-001,2.7641148150000000e-001,-2.6916735800000002e-001,6.4669039740000001e-001,6.5975326530000000e-001,-5.2836664820000001e-001,-8.6274310040000002e-001
-3.9473523100000002e-001,4.7215719330000000e-001,6.4669039740000001e-001,6.5975326530000000e-001,-5.2836664820000001e-001,-8.6274310040000002e-001,2.7641148150000000e-001,-2.6916735800000002e-001
-3.9473523100000002e-001,4.7215719330000000e-001,6.4669039740000001e-001,6.5975326530000000e-001,2.7641148150000000e-001,-2.6916735800000002e-001,-5.2836664820000001e-001,-8.6274310040000002e-001
6.4669039740000001e-001,6.5975326530000000e-001,-5.2836664820000001e-001,-8.6274310040000002e-001,2.7641148150000000e-001,-2.6916735800000002e-001,-3.9473523100000002e-001,4.7215719330000000e-001
6.4669039740000001e-001,6.5975326530000000e-001,-5.2836664820000001e-001,-8.6274310040000002e-001,-3.9473523100000002e-001,4.7215719330000000e-001,2.7641148150000000e-001,-2.6916735800000002e-001
6.4669039740000001e-001,6.5975326530000000e-001,2.7641148150000000e-001,-2.6916735800000002e-001,-5.2836664820000001e-001,-8.6274310040000002e-001,-3.9473523100000002e-001,4.7215719330000000e-001
6.4669039740000001e-001,6.5975326530000000e-001,2.7641148150000000e-001,-2.6916735800000002e-001,-3.9473523100000002e-001,4.7215719330000000e-001,-5.2836664820000001e-001,-8.6274310040000002e-001
6.4669039740000001e-001,6.5975326530000000e-001,-3.9473523100000002e-001,4.7215719330000000e-001,-5.2836664820000001e-001,-8.6274310040000002e-001,2.7641148150000000e-001,-2.6916735800000002e-001
6.4669039740000001e-001,6.5975326530000000e-001,-3.9473523100000002e-001,4.7215719330000000e-001,2.7641148150000000e-001,-2.6916735800000002e-001,-5.2836664820000001e-001,-8.6274310040000002e-001
4.1932997059999999e-001,-2.3540657340000001e-001,1.3251395779999999e+000,-6.5909154500000000e-001,-3.7867759750000002e-001,3.6724085359999997e-001,-1.3657919519999999e+000,5.2725726500000003e-001
4.1932997059999999e-001,-2.3540657340000001e-001,1.3251395779999999e+000,-6.5909154500000000e-001,-1.3657919519999999e+000,5.2725726500000003e-001,-3.7867759750000002e-001,3.6724085359999997e-001
4.1932997059999999e-001,-2.3540657340000001e-001,-3.7867759750000002e-001,3.6724085359999997e-001,1.3251395779999999e+000,-6.5909154500000000e-001,-1.3657919519999999e+000,5.2725726500000003e-001
4.1932997059999999e-001,-2.3540657340000001e-001,-3.7867759750000002e-001,3.6724085359999997e-001,-1.3657919519999999e+000,5.2725726500000003e-001,1.3251395779999999e+000,-6.5909154500000000e-001
4.1932997059999999e-001,-2.3540657340000001e-001,-1.3657919519999999e+000,5.2725726500000003e-001,1.3251395779999999e+000,-6.5909154500000000e-001,-3.7867759750000002e-001,3.6724085359999997e-001
4.1932997059999999e-001,-2.3540657340000001e-001,-1.3657919519999999e+000,5.2725726500000003e-001,-3.7867759750000002e-001,3.6724085359999997e-001,1.3251395779999999e+000,-6.5909154500000000e-001
1.3251395779999999e+000,-6.5909154500000000e-001,4.1932997059999999e-001,-2.3540657340000001e-001,-3.7867759750000002e-001,3.6724085359999997e-001,-1.3657919519999999e+000,5.2725726500000003e-001
1.3251395779999999e+000,-6.5909154500000000e-001,4.1932997059999999e-001,-2.3540657340000001e-001,-1.3657919519999999e+000,5.2725726500000003e-001,-3.7867759750000002e-001,3.6724085359999997e-001
1.3251395779999999e+000,-6.5909154500000000e-001,-3.7867759750000002e-001,3.6724085359999997e-001,4.1932997059999999e-001,-2.3540657340000001e-001,-1.3657919519999999e+000,5.2725726500000003e-001
1.3251395779999999e+000,-6.5909154500000000e-001,-3.7867759750000002e-001,3.6724085359999997e-001,-1.3657919519999999e+000,5.2725726500000003e-001,4.1932997059999999e-001,-2.3540657340000001e-001
1.3251395779999999e+000,-6.5909154500000000e-001,-1.3657919519999999e+000,5.2725726500000003e-001,4.1932997059999999e-001,-2.3540657340000001e-001,-3.7867759750000002e-001,3.6724085359999997e-001
1.3251395779999999e+000,-6.5909154500000000e-001,-1.3657919519999999e+000,5.2725726500000003e-001,-3.7867759750000002e-001,3.6724085359999997e-001,4.1932997059999999e-001,-2.3540657340000001e-001
