1.000000000000000000e+00,-6.469999694824218750e+01,-1.785000038146972656e+01
1.000000000000000000e+00,-6.783329772949218750e+01,-1.633329963684082031e+01
1.000000000000000000e+00,-6.788330078125000000e+01,-1.629999923706054688e+01
1.000000000000000000e+00,-6.780000305175781250e+01,-1.626670074462890625e+01
1.000000000000000000e+00,-6.798329925537109375e+01,-1.589999961853027344e+01
1.000000000000000000e+00,-7.091670227050781250e+01,-1.350000000000000000e+01
1.000000000000000000e+00,-7.250000000000000000e+01,-1.316670036315917969e+01
1.000000000000000000e+00,-7.256670379638671875e+01,-1.311670017242431641e+01
1.000000000000000000e+00,-7.234999847412109375e+01,-1.288329982757568359e+01
1.000000000000000000e+00,-7.381670379638671875e+01,-1.278330039978027344e+01
1.000000000000000000e+00,-7.569999694824218750e+01,-1.141670036315917969e+01
1.000000000000000000e+00,-7.553330230712890625e+01,-1.126669979095458984e+01
1.000000000000000000e+00,-7.586669921875000000e+01,-1.046669960021972656e+01
1.000000000000000000e+00,-7.623329925537109375e+01,-9.916700363159179688e+00
1.000000000000000000e+00,-7.615000152587890625e+01,-9.699999809265136719e+00
1.000000000000000000e+00,-7.603330230712890625e+01,-9.699999809265136719e+00
1.000000000000000000e+00,-7.905000305175781250e+01,-6.900000095367431641e+00
1.000000000000000000e+00,-7.769999694824218750e+01,-6.633329868316650391e+00
1.000000000000000000e+00,-7.755000305175781250e+01,-6.183330059051513672e+00
1.000000000000000000e+00,-7.733329772949218750e+01,-6.116670131683349609e+00
1.000000000000000000e+00,-7.794999694824218750e+01,-5.883329868316650391e+00
1.000000000000000000e+00,-7.816670227050781250e+01,-5.500000000000000000e+00
1.000000000000000000e+00,-7.959999847412109375e+01,-5.400000095367431641e+00
1.000000000000000000e+00,-7.938330078125000000e+01,-5.116670131683349609e+00
1.000000000000000000e+00,-7.966670227050781250e+01,-3.666670083999633789e+00
1.000000000000000000e+00,-7.968329620361328125e+01,-3.633330106735229492e+00
1.000000000000000000e+00,-7.943329620361328125e+01,-2.799999952316284180e+00
1.000000000000000000e+00,-7.898329925537109375e+01,-2.283329963684082031e+00
1.000000000000000000e+00,-7.843329620361328125e+01,-1.450000047683715820e+00
1.000000000000000000e+00,-7.841670227050781250e+01,-1.399999976158142090e+00
1.000000000000000000e+00,-7.848329925537109375e+01,-1.366670012474060059e+00
1.000000000000000000e+00,-7.788330078125000000e+01,-4.499999880790710449e-01
1.000000000000000000e+00,-7.838330078125000000e+01,-3.666700124740600586e-01
1.000000000000000000e+00,-7.840000152587890625e+01,-2.166700065135955811e-01
1.000000000000000000e+00,-7.859999847412109375e+01,-1.000000014901161194e-01
1.000000000000000000e+00,-7.858329772949218750e+01,-5.000000074505805969e-02
1.000000000000000000e+00,-7.841670227050781250e+01,1.166670024394989014e-01
1.000000000000000000e+00,-7.883329772949218750e+01,1.166670024394989014e-01
1.000000000000000000e+00,-7.853330230712890625e+01,1.500000059604644775e-01
1.000000000000000000e+00,-7.886669921875000000e+01,2.000000029802322388e-01
1.000000000000000000e+00,-7.659999847412109375e+01,1.916666984558105469e+00
1.000000000000000000e+00,-7.648329925537109375e+01,1.950000047683715820e+00
1.000000000000000000e+00,-7.656670379638671875e+01,1.950000047683715820e+00
1.000000000000000000e+00,-7.630000305175781250e+01,2.483333110809326172e+00
1.000000000000000000e+00,-7.694999694824218750e+01,2.533333063125610352e+00
1.000000000000000000e+00,-7.691670227050781250e+01,2.583333015441894531e+00
1.000000000000000000e+00,-7.719999694824218750e+01,2.666666984558105469e+00
1.000000000000000000e+00,-7.694999694824218750e+01,2.666666984558105469e+00
1.000000000000000000e+00,-7.436669921875000000e+01,4.349999904632568359e+00
1.000000000000000000e+00,-7.536669921875000000e+01,4.433332920074462891e+00
1.000000000000000000e+00,-7.408329772949218750e+01,4.566667079925537109e+00
